gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Dermacentor-variabilis_GGQS01011321.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K04452;K13151;K11978,101.67;67.93;349.0,14.1;12.8;11.1,0.044;0.047;0.056,DNA damage-inducible transcript 3;snurportin-1;E3 ubiquitin-protein ligase UBR3 [EC:2.3.2.27],Signal peptide,1,24,0.9,evidence=ECO:0000256,114,Dermacentor-variabilis,yes,14.1
Dermacentor-variabilis_GGQS01011326.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K18716;K14317;K13090;K18715;K12741,228.13;211.6;1049.6;294.33;350.23,6.2;3.8;3.3;2.9;2.9,3.5;9.8;20.0;19.0;57.0,nucleoporin NUP42;nuclear pore complex protein Nup214;interleukin enhancer-binding factor 3;nucleoporin NUP159;heterogeneous nuclear ribonucleoprotein A1/A3,Signal peptide,1,19,1.0,evidence=ECO:0000256,130,Dermacentor-variabilis,yes,6.2
Dermacentor-variabilis_GGQS01011338.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,27,0.87,evidence=ECO:0000256,103,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01011681.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K15648,180.7,11.4,0.23,"coronamic acid synthetase CmaD, carrier protein",Signal peptide,1,21,0.99,evidence=ECO:0000256,107,Dermacentor-variabilis,yes,11.4
Dermacentor-variabilis_GGQS01011703.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.99,evidence=ECO:0000256,121,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01011966.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K21162;K17350,208.93;409.3,17.4;8.8,0.00091;0.79,enediyne biosynthesis protein E4;tetraspanin-9,Signal peptide,1,17,0.96,evidence=ECO:0000256,177,Dermacentor-variabilis,yes,17.4
Dermacentor-variabilis_GGQS01011992.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,205,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012018.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,16,0.98,evidence=ECO:0000256,122,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012067.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,223,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012068.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,223,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012154.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K23520;K23523;K10868,nan;nan;288.77,12.7;12.6;11.3,0.033;0.036;0.094,ginsenoside 20-O-glucosyltransferase [EC:2.4.1.363];ginsenoside F1 6-O-glucosyltransferase [EC:2.4.1.366];DNA repair protein XRS2,Signal peptide,1,26,0.95,evidence=ECO:0000256,214,Dermacentor-variabilis,yes,12.7
Dermacentor-variabilis_GGQS01012156.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,26,0.95,evidence=ECO:0000256,241,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012238.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K14317,211.6,10.8,0.077,nuclear pore complex protein Nup214,Signal peptide,1,16,1.0,evidence=ECO:0000256,153,Dermacentor-variabilis,yes,10.8
Dermacentor-variabilis_GGQS01012253.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.99,evidence=ECO:0000256,201,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012254.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.98,evidence=ECO:0000256,115,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012265.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,111,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012320.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,27,1.0,evidence=ECO:0000256,176,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012480.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K19461;K24317,643.4;471.3,6.1;1.3,2.8;54.0,Lymphocryptovirus nuclear antigen 1;germinal-center associated nuclear protein [EC:2.3.1.48],Signal peptide,1,28,0.82,evidence=ECO:0000256,296,Dermacentor-variabilis,yes,6.1
Dermacentor-variabilis_GGQS01012529.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K23222,71.43,13.5,0.021,nuclease HARBI1 [EC:3.1.-.-],Signal peptide,1,19,0.97,evidence=ECO:0000256,100,Dermacentor-variabilis,yes,13.5
Dermacentor-variabilis_GGQS01012566.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.99,evidence=ECO:0000256,118,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012750.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.97,evidence=ECO:0000256,128,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01012951.1.p3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K13098,370.97,1.0,220.0,RNA-binding protein FUS,Signal peptide,1,16,0.95,evidence=ECO:0000256,102,Dermacentor-variabilis,yes,1.0
Dermacentor-variabilis_GGQS01012958.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,32,0.89,evidence=ECO:0000256,409,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013228.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K16769,69.73,54.1,1.4e-14,cytoskeleton-associated protein 2,Signal peptide,1,27,0.8,evidence=ECO:0000256,797,Dermacentor-variabilis,yes,54.1
Dermacentor-variabilis_GGQS01013258.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K15240;K10499,nan;457.07,11.9;10.1,0.092;0.38,"hydroquinone 1,2-dioxygenase [EC:1.13.11.66];zinc finger and BTB domain-containing protein 12",Signal peptide,1,22,0.88,evidence=ECO:0000256,292,Dermacentor-variabilis,yes,11.9
Dermacentor-variabilis_GGQS01013277.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K14398,104.8,3.0,46.0,cleavage and polyadenylation specificity factor subunit 6/7,Signal peptide,1,21,0.99,evidence=ECO:0000256,294,Dermacentor-variabilis,yes,3.0
Dermacentor-variabilis_GGQS01013286.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K14398,104.8,3.8,26.0,cleavage and polyadenylation specificity factor subunit 6/7,Signal peptide,1,21,0.99,evidence=ECO:0000256,294,Dermacentor-variabilis,yes,3.8
Dermacentor-variabilis_GGQS01013288.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K14398,104.8,4.1,21.0,cleavage and polyadenylation specificity factor subunit 6/7,Signal peptide,1,21,0.99,evidence=ECO:0000256,304,Dermacentor-variabilis,yes,4.1
Dermacentor-variabilis_GGQS01013395.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,1.0,evidence=ECO:0000256,188,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013396.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,32,0.76,evidence=ECO:0000256,99,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013638.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.97,evidence=ECO:0000256,201,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013640.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.92,evidence=ECO:0000256,204,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013679.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,148,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013687.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23787;K11446;K26219;K22804;K02123,230.2;457.57;853.5;342.17;314.93,17.4;17.2;16.0;14.1;14.0,0.0021;0.00085;0.0029;0.008;0.016,E3 ubiquitin-protein ligase DMA1/2 [EC:2.3.2.27];[histone H3]-trimethyl-L-lysine4 demethylase [EC:1.14.11.67];ezrin-moesin-radixin 1;structural maintenance of chromosomes protein 6;V/A-type H+/Na+-transporting ATPase subunit I,Signal peptide,1,15,0.99,evidence=ECO:0000256,217,Dermacentor-variabilis,yes,17.4
Dermacentor-variabilis_GGQS01013713.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K07344;K13184;K19461;K24992;K12741,80.77;1038.67;643.4;511.9;350.23,6.6;1.6;0.9;0.8;0.3,4.0;40.0;100.0;160.0;370.0,type IV secretion system protein TrbL;ATP-dependent RNA helicase A [EC:3.6.4.13];Lymphocryptovirus nuclear antigen 1;myelin expression factor 2;heterogeneous nuclear ribonucleoprotein A1/A3,Signal peptide,1,28,0.79,evidence=ECO:0000256,155,Dermacentor-variabilis,yes,6.6
Dermacentor-variabilis_GGQS01013748.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K06377,64.43,12.3,0.067,sporulation-control protein,Signal peptide,1,18,0.99,evidence=ECO:0000256,117,Dermacentor-variabilis,yes,12.3
Dermacentor-variabilis_GGQS01013763.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K03102;K05634;K13044;K12741;K07605,324.5;82.23;311.8;350.23;357.43,25.3;11.2;8.7;5.6;3.4,9.3e-06;0.19;1.1;8.9;28.0,"squid;prion protein;heterogeneous nuclear ribonucleoprotein A/B/D;heterogeneous nuclear ribonucleoprotein A1/A3;type II keratin, basic",Signal peptide,1,20,1.0,evidence=ECO:0000256,105,Dermacentor-variabilis,yes,25.3
Dermacentor-variabilis_GGQS01013925.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.75,evidence=ECO:0000256,107,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01013994.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K13090;K13184;K13044,1049.6;1038.67;311.8,3.0;2.1;0.4,25.0;28.0;370.0,interleukin enhancer-binding factor 3;ATP-dependent RNA helicase A [EC:3.6.4.13];heterogeneous nuclear ribonucleoprotein A/B/D,Signal peptide,1,20,1.0,evidence=ECO:0000256,126,Dermacentor-variabilis,yes,3.0
Dermacentor-variabilis_GGQS01014012.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,1.0,evidence=ECO:0000256,222,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014106.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,1.0,evidence=ECO:0000256,138,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014113.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09337;K13184;K25038;K07344;K09090,428.37;1038.67;841.37;80.77;243.83,16.0;10.0;9.2;7.8;7.6,0.0087;0.12;0.35;1.8;2.0,"cone-rod homeobox protein;ATP-dependent RNA helicase A [EC:3.6.4.13];podocan-like protein 1;type IV secretion system protein TrbL;hairy and enhancer of split, invertebrate",Signal peptide,1,21,1.0,evidence=ECO:0000256,236,Dermacentor-variabilis,yes,16.0
Dermacentor-variabilis_GGQS01014162.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,25,1.0,evidence=ECO:0000256,108,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014306.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,26,0.84,evidence=ECO:0000256,117,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014308.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,26,0.84,evidence=ECO:0000256,131,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014476.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,29,0.77,evidence=ECO:0000256,349,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014533.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K22247,65.67,7.1,3.7,polysialic-acid O-acetyltransferase [EC:2.3.1.136],Signal peptide,1,17,0.94,evidence=ECO:0000256,178,Dermacentor-variabilis,yes,7.1
Dermacentor-variabilis_GGQS01014602.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K08626;K08621;K08631,1995.27;1661.5;1736.8,12.0;10.7;7.2,0.031;0.1;0.78,a disintegrin and metalloproteinase with thrombospondin motifs 12 [EC:3.4.24.-];a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-];a disintegrin and metalloproteinase with thrombospondin motifs 17 [EC:3.4.24.-],Signal peptide,1,23,1.0,evidence=ECO:0000256,121,Dermacentor-variabilis,yes,12.0
Dermacentor-variabilis_GGQS01014623.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.91,evidence=ECO:0000256,210,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014755.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,26,0.77,evidence=ECO:0000256,143,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014796.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.91,evidence=ECO:0000256,206,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01014838.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K24191;K02165;K25493,46.63;59.4;96.4,26.5;18.5;13.4,5.3e-06;0.0011;0.032,prokineticin;dickkopf 1/2/4;dickkopf 3,Signal peptide,1,29,0.97,evidence=ECO:0000256,118,Dermacentor-variabilis,yes,26.5
Dermacentor-variabilis_GGQS01014841.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K14460;K25413;K25493;K20727,48.53;111.83;96.4;167.73,32.2;25.8;20.3;14.1,7.6e-08;8.1e-06;0.00026;0.047,colipase;colipase-like protein 2;dickkopf 3;defensin-like protein 16,Signal peptide,1,21,0.95,evidence=ECO:0000256,110,Dermacentor-variabilis,yes,32.2
Dermacentor-variabilis_GGQS01014956.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K17256;K13023;K18809;K18808;K19613,378.8;398.7;352.83;524.03;319.0,59.7;56.1;47.4;45.5;42.0,1.4e-16;1.9e-15;4.6e-13;2.1e-12;3.4e-11,insulin-like growth factor-binding protein complex acid labile subunit;carboxypeptidase N regulatory subunit;protein toll;toll-like receptor 13;leucine-rich repeat protein SHOC2,Signal peptide,1,20,1.0,evidence=ECO:0000256,275,Dermacentor-variabilis,yes,59.7
Dermacentor-variabilis_GGQS01015099.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.8,evidence=ECO:0000256,245,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01015166.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K24191;K14460;K25493,46.63;48.53;96.4,33.2;32.5;30.1,4.6e-08;6.1e-08;2.7e-07,prokineticin;colipase;dickkopf 3,Signal peptide,1,28,0.97,evidence=ECO:0000256,154,Dermacentor-variabilis,yes,33.2
Dermacentor-variabilis_GGQS01015212.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,27,0.88,evidence=ECO:0000256,126,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01015275.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K05220;K15186,587.2;80.07,26.7;12.5,2e-06;0.081,P2X purinoceptor 7;ELL-associated factor,Signal peptide,1,21,0.97,evidence=ECO:0000256,201,Dermacentor-variabilis,yes,26.7
Dermacentor-variabilis_GGQS01015555.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K12741;K14308,350.23;81.37,6.0;2.1,6.8;86.0,heterogeneous nuclear ribonucleoprotein A1/A3;nuclear pore complex protein Nup54,Signal peptide,1,22,0.89,evidence=ECO:0000256,191,Dermacentor-variabilis,yes,6.0
Dermacentor-variabilis_GGQS01015673.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,33,0.82,evidence=ECO:0000256,104,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01015741.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.97,evidence=ECO:0000256,114,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01015878.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K25030;K17528;K16506,1154.0;208.23;1646.4,20.6;15.7;5.2,3.2e-05;0.0057;0.96,otogelin;C-type lectin domain family 14 member A;protocadherin Fat 1/2/3,Signal peptide,1,20,0.99,evidence=ECO:0000256,103,Dermacentor-variabilis,yes,20.6
Dermacentor-variabilis_GGQS01015978.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,192,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016045.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,163,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016077.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K01452,295.0,9.8,0.41,chitin deacetylase [EC:3.5.1.41],Signal peptide,1,19,1.0,evidence=ECO:0000256,99,Dermacentor-variabilis,yes,9.8
Dermacentor-variabilis_GGQS01016086.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,140,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016087.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.99,evidence=ECO:0000256,203,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016134.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K14460,48.53,46.1,4.3e-12,colipase,Signal peptide,1,21,1.0,evidence=ECO:0000256,109,Dermacentor-variabilis,yes,46.1
Dermacentor-variabilis_GGQS01016170.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K16727;K18402;K04943;K22149,621.8;188.67;1131.27;673.97,14.4;10.4;10.2;7.0,0.0064;0.13;0.19;1.2,Rho guanine nucleotide exchange factor 10;PHD finger protein 20;potassium intermediate/small conductance calcium-activated channel subfamily N member 2;mevalonyl-CoA ligase,Signal peptide,1,27,0.91,evidence=ECO:0000256,267,Dermacentor-variabilis,yes,14.4
Dermacentor-variabilis_GGQS01016182.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.81,evidence=ECO:0000256,139,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016183.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.81,evidence=ECO:0000256,123,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016286.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,14,0.83,evidence=ECO:0000256,209,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016305.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K10418,86.07,13.1,0.072,dynein light chain LC8-type,Signal peptide,1,26,1.0,evidence=ECO:0000256,184,Dermacentor-variabilis,yes,13.1
Dermacentor-variabilis_GGQS01016348.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K23411;K03898,328.87;160.47,21.3;11.3,0.0001;0.1,fetuin-B;kininogen,Signal peptide,1,17,1.0,evidence=ECO:0000256,146,Dermacentor-variabilis,yes,21.3
Dermacentor-variabilis_GGQS01016385.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K25722,291.33,14.6,0.013,proteoglycan 3,Signal peptide,1,18,0.98,evidence=ECO:0000256,116,Dermacentor-variabilis,yes,14.6
Dermacentor-variabilis_GGQS01016410.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,0.96,evidence=ECO:0000256,220,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016594.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.87,evidence=ECO:0000256,246,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016595.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.87,evidence=ECO:0000256,247,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01016687.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K05237,73.3,12.1,0.17,somatostatin,Signal peptide,1,20,0.99,evidence=ECO:0000256,226,Dermacentor-variabilis,yes,12.1
Dermacentor-variabilis_GGQS01016802.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K15241;K26003,224.8;57.07,16.9;6.4,0.0037;10.0,tetrachlorohydroquinone reductive dehalogenase [EC:1.21.4.5];Mastadenovirus hexon-interlacing protein,Signal peptide,1,21,0.84,evidence=ECO:0000256,281,Dermacentor-variabilis,yes,16.9
Dermacentor-variabilis_GGQS01016876.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.94,evidence=ECO:0000256,158,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01017059.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,30,0.95,evidence=ECO:0000256,226,Dermacentor-variabilis,yes,0.0
Dermacentor-variabilis_GGQS01017079.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K20178;K20184;K23218;K06652;K11643,209.3;155.03;369.93;314.2;2615.97,15.1;11.3;4.0;3.3;1.1,0.0034;0.067;14.0;16.0;30.0,vacuolar protein sorting-associated protein 8;vacuolar protein sorting-associated protein 41;zinc finger MYND domain-containing protein 11;cyclin-dependent kinase inhibitor FAR1;chromodomain-helicase-DNA-binding protein 4 [EC:5.6.2.-],Signal peptide,1,26,0.81,evidence=ECO:0000256,114,Dermacentor-variabilis,yes,15.1
Dermacentor-variabilis_GGQS01017099.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.96,evidence=ECO:0000256,107,Dermacentor-variabilis,yes,0.0
