gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Amblyomma-sculptum_GEEX01002524.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K02981;K14563;K13199;K12623;K17446,239.87;307.20;227.20;82.50;1603.23,16.8;16.2;10.9;10.9;9.3,0.002;0.0028;0.13;0.18;0.13,small subunit ribosomal protein S2e;rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-];plasminogen activator inhibitor 1 RNA-binding protein;U6 snRNA-associated Sm-like protein LSm4;insulin receptor substrate 4,Signal peptide,1,19,1.0,evidence=ECO:0000256,219,Amblyomma-sculptum,yes,16.8
Ornithodoros-erraticus_GFWV01010565.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,*;nan;nan;nan;nan,K18708;K13199;K13094;K03258;K13192,32.5;227.2;113.3;180.3;844.6,57.6;5.3;5.2;4.9;3.1,2e-15;11.0;7.7;11.0;25.0,RNMT-activating mini protein;plasminogen activator inhibitor 1 RNA-binding protein;RNA-binding protein 5/10;translation initiation factor 4B;RNA-binding protein 26,Chain,1,119,.,evidence=ECO:0000256,119,Ornithodoros-erraticus,yes,57.6
Ornithodoros-erraticus_GFWV01015976.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13199;K19019;K06066;K13107;K10429,227.2;354.6;118.5;98.87;401.57,24.3;16.7;14.3;11.9;9.4,1.9e-05;0.0035;0.013;0.1;0.12,"plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;CBF1 interacting corepressor;RNA-binding motif protein, X-linked 2;microtubule-associated protein 1",Chain,1,198,.,evidence=ECO:0000256,198,Ornithodoros-erraticus,yes,24.3
Ornithodoros-erraticus_GFWV01016852.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13963;K13966;K23425;K19821;K13965,429.7;588.17;585.37;598.97;589.47,99.5;89.6;85.6;77.1;70.0,2.1e-28;1.9e-25;3.4e-24;1.1e-21;1.5e-19,serpin B;serpin B11/12;leukocyte elastase inhibitor;plasminogen activator inhibitor 2;serpin B8,Chain,1,140,.,evidence=ECO:0000256,140,Ornithodoros-erraticus,yes,99.5
Ornithodoros-erraticus_GIXX02004074.1.p2,126957.SMAR010353-PA,1.82e-31,130.0,"KOG2945@1|root,KOG2945@2759|Eukaryota,38FFW@33154|Opisthokonta,3BEJZ@33208|Metazoa,3CXCU@33213|Bilateria,41ZK4@6656|Arthropoda",6656|Arthropoda,S,heterochromatin organization,-,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005701,GO:0005703,GO:0005737,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009889,GO:0009892,GO:0009987,GO:0010369,GO:0010468,GO:0010556,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031047,GO:0031323,GO:0031326,GO:0031332,GO:0031935,GO:0032259,GO:0032991,GO:0033043,GO:0033044,GO:0034968,GO:0035194,GO:0036211,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0051276,GO:0051567,GO:0060255,GO:0060968,GO:0061647,GO:0065007,GO:0070828,GO:0071704,GO:0071840,GO:0080090,GO:0097159,GO:0098687,GO:1901363,GO:1901564,GO:1902275,GO:1903506,GO:1990904,GO:2000112,GO:2001141",-,ko:K13199,-,-,-,-,"ko00000,ko03041",-,-,-,"HABP4_PAI-RBP1,IHABP4_N",nan;nan;nan;nan;nan,K13199;K19019;K09656;K04982;K11118,227.2;354.6;1338.13;2654.53;257.23,209.7;129.7;9.2;8.1;6.8,1.1999999999999999e-61;1.7e-37;0.27;0.27;1.3,"plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244];transient receptor potential cation channel subfamily M member 7 [EC:2.7.11.1];RAP1-interacting factor 1",Chain,1,344,.,evidence=ECO:0000256,344,Ornithodoros-erraticus,yes,209.7
Ornithodoros-erraticus_GIXX02004074.1.p5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13199;K19019;K14651;K18749;K11128,227.2;354.6;325.1;54.03;61.17,61.8;24.4;13.1;12.9;11.1,8.4e-17;1.6e-05;0.057;0.044;0.21,plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;transcription initiation factor TFIID subunit 15;protein LSM14;H/ACA ribonucleoprotein complex subunit 1,Chain,1,110,.,evidence=ECO:0000256,110,Ornithodoros-erraticus,yes,61.8
Ornithodoros-erraticus_GIXX02004648.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K03103;K21403;K19821,241.1;230.23;598.97,67.0;13.5;12.6,1.4e-18;0.021;0.044,"multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80];2-phosphoxylose phosphatase [EC:3.1.3.-];plasminogen activator inhibitor 2",Chain,1,171,.,evidence=ECO:0000256,171,Ornithodoros-erraticus,yes,67.0
Ornithodoros-erraticus_GIXX02004828.1.p1,10224.XP_006824314.1,1.92e-09,66.6,"KOG2945@1|root,KOG2945@2759|Eukaryota,38FFW@33154|Opisthokonta,3BEJZ@33208|Metazoa,3CXCU@33213|Bilateria",33213|Bilateria,S,Plasminogen activator inhibitor 1 RNA-binding,SERBP1,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005701,GO:0005703,GO:0005737,GO:0005829,GO:0005886,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009889,GO:0009892,GO:0009894,GO:0009987,GO:0010369,GO:0010468,GO:0010556,GO:0010605,GO:0010608,GO:0010629,GO:0010941,GO:0016020,GO:0016043,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031047,GO:0031323,GO:0031326,GO:0031329,GO:0031332,GO:0031935,GO:0032259,GO:0032991,GO:0033043,GO:0033044,GO:0034968,GO:0035194,GO:0036211,GO:0040029,GO:0042981,GO:0043067,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043414,GO:0043487,GO:0043488,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044444,GO:0044446,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0051276,GO:0051567,GO:0060255,GO:0060968,GO:0061013,GO:0061647,GO:0065007,GO:0065008,GO:0070828,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0097159,GO:0098687,GO:1901363,GO:1901564,GO:1902275,GO:1903311,GO:1903506,GO:1990904,GO:2000112,GO:2001141",-,ko:K13199,-,-,-,-,"ko00000,ko03041",-,-,-,"HABP4_PAI-RBP1,IHABP4_N",nan;nan;nan;nan;nan,K13199;K19019;K08119;K11845;K13841,227.2;354.6;294.17;608.57;170.3,138.9;61.2;20.7;18.4;15.7,3.4e-40;1.1e-16;0.00011;0.0007;0.013,plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;extracellular matrix protein 2;ubiquitin carboxyl-terminal hydrolase 17 [EC:3.4.19.12];merozoite surface protein 4,Chain,1,313,.,evidence=ECO:0000256,313,Ornithodoros-erraticus,yes,138.9
Ornithodoros-erraticus_GIXX02004829.1.p1,126957.SMAR010353-PA,1.56e-35,141.0,"KOG2945@1|root,KOG2945@2759|Eukaryota,38FFW@33154|Opisthokonta,3BEJZ@33208|Metazoa,3CXCU@33213|Bilateria,41ZK4@6656|Arthropoda",6656|Arthropoda,S,heterochromatin organization,-,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005701,GO:0005703,GO:0005737,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009889,GO:0009892,GO:0009987,GO:0010369,GO:0010468,GO:0010556,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031047,GO:0031323,GO:0031326,GO:0031332,GO:0031935,GO:0032259,GO:0032991,GO:0033043,GO:0033044,GO:0034968,GO:0035194,GO:0036211,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0051276,GO:0051567,GO:0060255,GO:0060968,GO:0061647,GO:0065007,GO:0070828,GO:0071704,GO:0071840,GO:0080090,GO:0097159,GO:0098687,GO:1901363,GO:1901564,GO:1902275,GO:1903506,GO:1990904,GO:2000112,GO:2001141",-,ko:K13199,-,-,-,-,"ko00000,ko03041",-,-,-,"HABP4_PAI-RBP1,IHABP4_N",*;nan;nan;nan;nan,K13199;K19019;K11845;K11791;K16913,227.2;354.6;608.57;180.53;172.93,229.3;122.2;18.2;11.2;10.3,1.4e-67;3.2e-35;0.00082;0.1;0.11,"plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;ubiquitin carboxyl-terminal hydrolase 17 [EC:3.4.19.12];DDB1- and CUL4-associated factor 15;proline-, glutamic acid- and leucine-rich protein 1",Chain,1,333,.,evidence=ECO:0000256,333,Ornithodoros-erraticus,yes,229.3
Ornithodoros-erraticus_GIXX02007185.1.p1,126957.SMAR012711-PA,2.08e-23,115.0,"2C0H4@1|root,2QPRH@2759|Eukaryota,38BUE@33154|Opisthokonta,3BCZM@33208|Metazoa,3CSFI@33213|Bilateria,41W9C@6656|Arthropoda",6656|Arthropoda,S,Acts in the nervous system to mediate the control of copulatory organs during courtship,lig,"GO:0000003,GO:0000932,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0003002,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007389,GO:0007610,GO:0007617,GO:0007618,GO:0007620,GO:0008069,GO:0008150,GO:0009653,GO:0009798,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009950,GO:0009953,GO:0009966,GO:0009968,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010648,GO:0016333,GO:0016334,GO:0019098,GO:0019219,GO:0019222,GO:0019953,GO:0022412,GO:0022414,GO:0023051,GO:0023057,GO:0030154,GO:0030707,GO:0030855,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0035770,GO:0036464,GO:0040008,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045570,GO:0045571,GO:0045893,GO:0045926,GO:0045935,GO:0046425,GO:0046426,GO:0046620,GO:0046621,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048638,GO:0048640,GO:0048729,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051171,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051254,GO:0051704,GO:0060179,GO:0060255,GO:0060429,GO:0065007,GO:0080090,GO:1902531,GO:1902532,GO:1902680,GO:1903506,GO:1903508,GO:1904892,GO:1904893,GO:1990904,GO:2000026,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,DUF3697,nan;nan;nan;nan;nan,K26545;K13199;K15516;K14563;K08885,448.4;227.2;109.27;307.2;906.4,405.5;24.5;16.6;6.5;2.3,4.1e-121;1.7e-05;0.0022;3.7;49.0,ubiquitin-associated protein 2;plasminogen activator inhibitor 1 RNA-binding protein;fragile X mental retardation protein;rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-];non-receptor tyrosine-protein kinase TNK1 [EC:2.7.10.2],Chain,1,849,.,evidence=ECO:0000256,849,Ornithodoros-erraticus,yes,405.5
Ornithodoros-erraticus_GIXX02010987.1.p2,126957.SMAR010353-PA,4.29e-26,112.0,"KOG2945@1|root,KOG2945@2759|Eukaryota,38FFW@33154|Opisthokonta,3BEJZ@33208|Metazoa,3CXCU@33213|Bilateria,41ZK4@6656|Arthropoda",6656|Arthropoda,S,heterochromatin organization,-,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005701,GO:0005703,GO:0005737,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009889,GO:0009892,GO:0009987,GO:0010369,GO:0010468,GO:0010556,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031047,GO:0031323,GO:0031326,GO:0031332,GO:0031935,GO:0032259,GO:0032991,GO:0033043,GO:0033044,GO:0034968,GO:0035194,GO:0036211,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0051276,GO:0051567,GO:0060255,GO:0060968,GO:0061647,GO:0065007,GO:0070828,GO:0071704,GO:0071840,GO:0080090,GO:0097159,GO:0098687,GO:1901363,GO:1901564,GO:1902275,GO:1903506,GO:1990904,GO:2000112,GO:2001141",-,ko:K13199,-,-,-,-,"ko00000,ko03041",-,-,-,"HABP4_PAI-RBP1,IHABP4_N",nan;nan;nan;nan;nan,K13199;K19019;K23612;K14405;K23710,227.2;354.6;111.63;68.3;428.67,141.5;85.2;44.9;26.3;25.7,5.9e-41;5.5999999999999996e-24;1.1e-11;5.1e-06;5.8e-06,plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;neural Wiskott-Aldrich syndrome protein;pre-mRNA 3'-end-processing factor FIP1;abi gene family member 3,Chain,1,223,.,evidence=ECO:0000256,223,Ornithodoros-erraticus,yes,141.5
Ornithodoros-erraticus_GIXX02012041.1.p1,6669.EFX80179,2.93e-17,85.5,"KOG2945@1|root,KOG2945@2759|Eukaryota,38FFW@33154|Opisthokonta,3BEJZ@33208|Metazoa,3CXCU@33213|Bilateria,41ZK4@6656|Arthropoda",6656|Arthropoda,S,heterochromatin organization,-,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005701,GO:0005703,GO:0005737,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009889,GO:0009892,GO:0009987,GO:0010369,GO:0010468,GO:0010556,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031047,GO:0031323,GO:0031326,GO:0031332,GO:0031935,GO:0032259,GO:0032991,GO:0033043,GO:0033044,GO:0034968,GO:0035194,GO:0036211,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0051276,GO:0051567,GO:0060255,GO:0060968,GO:0061647,GO:0065007,GO:0070828,GO:0071704,GO:0071840,GO:0080090,GO:0097159,GO:0098687,GO:1901363,GO:1901564,GO:1902275,GO:1903506,GO:1990904,GO:2000112,GO:2001141",-,ko:K13199,-,-,-,-,"ko00000,ko03041",-,-,-,"HABP4_PAI-RBP1,IHABP4_N",nan;nan;nan;nan;nan,K13199;K19019;K11845;K11791;K04868,227.2;354.6;608.57;180.53;568.67,95.8;49.6;16.9;10.9;8.7,4e-27;3.5e-13;0.002;0.12;1.2,plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;ubiquitin carboxyl-terminal hydrolase 17 [EC:3.4.19.12];DDB1- and CUL4-associated factor 15;voltage-dependent calcium channel gamma-3,Chain,1,156,.,evidence=ECO:0000256,156,Ornithodoros-erraticus,yes,95.8
Ornithodoros-erraticus_GIXX02013333.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13199;K19019;K11845;K17494;K23340,227.2;354.6;608.57;143.27;64.77,61.8;32.6;19.2;12.6;12.0,7.9e-17;5.3e-08;0.00042;0.051;0.078,plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;ubiquitin carboxyl-terminal hydrolase 17 [EC:3.4.19.12];cysteine/serine-rich nuclear protein;transmembrane and ubiquitin-like domain-containing protein,Chain,1,200,.,evidence=ECO:0000256,200,Ornithodoros-erraticus,yes,61.8
Ornithodoros-erraticus_GIXX02014595.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13199;K19019;K11845;K17494;K08119,227.2;354.6;608.57;143.27;294.17,63.8;33.9;20.5;15.8;15.7,2e-17;2.2e-08;0.00016;0.0058;0.0034,plasminogen activator inhibitor 1 RNA-binding protein;intracellular hyaluronan-binding protein 4;ubiquitin carboxyl-terminal hydrolase 17 [EC:3.4.19.12];cysteine/serine-rich nuclear protein;extracellular matrix protein 2,Chain,1,166,.,evidence=ECO:0000256,166,Ornithodoros-erraticus,yes,63.8
Ornithodoros-erraticus_GIXX02016511.1.p2,103372.F4W472,1.01e-22,99.8,"KOG1073@1|root,KOG1073@2759|Eukaryota,38HND@33154|Opisthokonta,3BFD4@33208|Metazoa,3CYJ9@33213|Bilateria,41VUW@6656|Arthropoda,3SHS8@50557|Insecta,46EIC@7399|Hymenoptera",7399|Hymenoptera,U,Scd6-like Sm domain,-,-,-,ko:K18749,-,-,-,-,"ko00000,ko03019",-,-,-,"FDF,LSM14",*;nan;nan;nan;nan,K18749;K14651;K11128;K13199;K02981,54.03;325.1;61.17;227.2;239.87,120.1;17.1;15.1;14.9;13.4,1.4e-34;0.0034;0.013;0.013;0.032,protein LSM14;transcription initiation factor TFIID subunit 15;H/ACA ribonucleoprotein complex subunit 1;plasminogen activator inhibitor 1 RNA-binding protein;small subunit ribosomal protein S2e,Chain,1,129,.,evidence=ECO:0000256,129,Ornithodoros-erraticus,yes,120.1
Rhipicephalus-microplus_XP-037276353.1,10160.XP_004628461.1,6.59e-58,200.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3B998@33208|Metazoa,3E41S@33213|Bilateria,48QS2@7711|Chordata,49MBY@7742|Vertebrata,3JPTZ@40674|Mammalia,35VMA@314146|Euarchontoglires,4Q9ZP@9989|Rodentia",9989|Rodentia,V,SERine  Proteinase INhibitors,Serpinb1,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K16643;K23412;K23430;K19821,585.37;549.47;501.77;496.37;598.97,341.3;234.1;233.5;219.6;206.9,1.1e-101;1.9e-69;3.7e-69;5.4e-65;4.2e-61,leukocyte elastase inhibitor;glia-derived nexin;neuroserpin;serpin I2;plasminogen activator inhibitor 2,Signal peptide,1,19,0.93,evidence=ECO:0000256,393,Rhipicephalus-microplus,yes,341.3
Rhipicephalus-microplus_XP-037276438.1,103372.F4W5U0,4.39e-82,286.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria,41YNT@6656|Arthropoda,3SM0J@50557|Insecta,46EK5@7399|Hymenoptera",7399|Hymenoptera,V,SERine  Proteinase INhibitors,-,-,-,-,-,-,-,-,-,-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K23430;K23412;K16643;K19821,585.37;496.37;501.77;549.47;598.97,375.4;284.6;282.7;269.2;244.9,4.9e-112;1e-84;4.2e-84;4.2e-80;1.2e-72,leukocyte elastase inhibitor;serpin I2;neuroserpin;glia-derived nexin;plasminogen activator inhibitor 2,Signal peptide,1,23,0.86,evidence=ECO:0000256,819,Rhipicephalus-microplus,yes,375.4
Rhipicephalus-microplus_XP-037276439.1,8010.XP_010883958.1,1.1400000000000001e-56,206.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria,48177@7711|Chordata,49259@7742|Vertebrata,49W0I@7898|Actinopterygii",7898|Actinopterygii,V,Belongs to the serpin family,-,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K23412;K23430;K16643;K19821,585.37;501.77;496.37;549.47;598.97,378.3;307.8;292.4;275.3;250.7,6.2e-113;1e-91;4.3e-87;6.2e-82;2.1e-74,leukocyte elastase inhibitor;neuroserpin;serpin I2;glia-derived nexin;plasminogen activator inhibitor 2,Signal peptide,1,17,0.85,evidence=ECO:0000256,813,Rhipicephalus-microplus,yes,378.3
Rhipicephalus-microplus_XP-037277224.1,51337.XP_004654855.1,3.49e-56,196.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria,482SZ@7711|Chordata,496G1@7742|Vertebrata,3JCVT@40674|Mammalia,35BIR@314146|Euarchontoglires,4PZIR@9989|Rodentia",9989|Rodentia,V,Belongs to the serpin family,Serpinb3a,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K23412;K23430;K16643;K19821,585.37;501.77;496.37;549.47;598.97,380.7;283.9;283.7;268.9;254.9,1.1999999999999999e-113;1.9e-84;1.9e-84;5.5000000000000004e-80;1.0999999999999999e-75,leukocyte elastase inhibitor;neuroserpin;serpin I2;glia-derived nexin;plasminogen activator inhibitor 2,Signal peptide,1,16,0.99,evidence=ECO:0000256,391,Rhipicephalus-microplus,yes,380.7
Rhipicephalus-microplus_XP-037277225.1,8083.ENSXMAP00000006179,2.8500000000000004e-56,197.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria,48177@7711|Chordata,49259@7742|Vertebrata,49QIX@7898|Actinopterygii",7898|Actinopterygii,V,"Serpin peptidase inhibitor, clade B (ovalbumin), member 1",serpinb1,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K23430;K23412;K16643;K19821,585.37;496.37;501.77;549.47;598.97,372.4;292.6;286.7;276.8;251.0,3.9e-111;3.9000000000000003e-87;2.7e-85;2.2e-82;1.7000000000000002e-74,leukocyte elastase inhibitor;serpin I2;neuroserpin;glia-derived nexin;plasminogen activator inhibitor 2,Signal peptide,1,21,0.84,evidence=ECO:0000256,398,Rhipicephalus-microplus,yes,372.4
